2020-01-27 14:54:58.611 [restartedMain] INFO  o.s.boot.devtools.restart.ChangeableUrls - The Class-Path manifest attribute in C:\Users\asus\.m2\repository\org\glassfish\jaxb\jaxb-runtime\2.3.2\jaxb-runtime-2.3.2.jar referenced one or more files that do not exist: file:/C:/Users/asus/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/jakarta.xml.bind-api-2.3.2.jar,file:/C:/Users/asus/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/txw2-2.3.2.jar,file:/C:/Users/asus/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/istack-commons-runtime-3.0.8.jar,file:/C:/Users/asus/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/stax-ex-1.8.1.jar,file:/C:/Users/asus/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/FastInfoset-1.2.16.jar,file:/C:/Users/asus/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/jakarta.activation-api-1.2.1.jar
]}ServerList:org.springframework.cloud.netflix.ribbon.eureka.DomainExtractingServerList@61c42297
2020-01-27 15:00:05.113 [http-nio-8004-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-01-27 15:00:05.117 [http-nio-8004-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-01-27 15:00:05.187 [http-nio-8004-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 70 ms
2020-01-27 15:00:05.316 [http-nio-8004-exec-1] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 15:00:05.317 [http-nio-8004-exec-1] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8004/order/selectAllOrders
2020-01-27 15:00:05.317 [http-nio-8004-exec-1] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 15:00:05.365 [http-nio-8004-exec-1] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:List com.lpc.serviceImpl.OrderServiceImpl.selectAllOrders()
2020-01-27 15:00:05.367 [http-nio-8004-exec-1] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[]
2020-01-27 15:00:05.367 [http-nio-8004-exec-1] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 15:00:05.961 [http-nio-8004-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - wechat-shop-order - Starting...
2020-01-27 15:00:07.262 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:00:09.911 [http-nio-8004-exec-2] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 15:00:09.911 [http-nio-8004-exec-2] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8004/order/selectAllOrders
2020-01-27 15:00:09.911 [http-nio-8004-exec-2] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 15:00:09.911 [http-nio-8004-exec-2] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:List com.lpc.serviceImpl.OrderServiceImpl.selectAllOrders()
2020-01-27 15:00:09.911 [http-nio-8004-exec-2] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[]
2020-01-27 15:00:09.911 [http-nio-8004-exec-2] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 15:00:10.488 [http-nio-8004-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - wechat-shop-order - Start completed.
2020-01-27 15:00:10.733 [http-nio-8004-exec-2] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 15:00:10.733 [http-nio-8004-exec-1] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 15:00:10.789 [http-nio-8004-exec-1] INFO  com.lpc.aspect.LogAspectService - #########Response内容:[{"amount":1999.0,"createdTime":1580047172000,"id":20200029,"status":2,"updatedTime":1580048400000,"userId":69},{"amount":1999.0,"createdTime":1580048205000,"id":20200030,"status":2,"updatedTime":1580049600000,"userId":69}]
2020-01-27 15:00:10.789 [http-nio-8004-exec-1] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 15:00:10.789 [http-nio-8004-exec-2] INFO  com.lpc.aspect.LogAspectService - #########Response内容:[{"amount":1999.0,"createdTime":1580047172000,"id":20200029,"status":2,"updatedTime":1580048400000,"userId":69},{"amount":1999.0,"createdTime":1580048205000,"id":20200030,"status":2,"updatedTime":1580049600000,"userId":69}]
2020-01-27 15:00:10.789 [http-nio-8004-exec-2] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 15:00:22.863 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:00:32.392 [PollingServerListUpdater-0] INFO  com.netflix.config.ChainedDynamicProperty - Flipping property: order-server.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
2020-01-27 15:01:11.103 [http-nio-8010-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/mobile-web] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-01-27 15:01:11.103 [http-nio-8010-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-01-27 15:01:11.125 [http-nio-8010-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 21 ms
2020-01-27 15:01:12.637 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:01:46.475 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:02:17.111 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:02:22.739 [http-nio-8010-exec-10] INFO  com.netflix.config.ChainedDynamicProperty - Flipping property: commodity-server.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
2020-01-27 15:02:22.743 [http-nio-8010-exec-10] INFO  com.netflix.util.concurrent.ShutdownEnabledTimer - Shutdown hook installed for: NFLoadBalancer-PingTimer-commodity-server
2020-01-27 15:02:22.743 [http-nio-8010-exec-10] INFO  com.netflix.loadbalancer.BaseLoadBalancer - Client: commodity-server instantiated a LoadBalancer: DynamicServerListLoadBalancer:{NFLoadBalancer:name=commodity-server,current list of Servers=[],Load balancer stats=Zone stats: {},Server stats: []}ServerList:null
2020-01-27 15:02:22.746 [http-nio-8010-exec-10] INFO  c.n.loadbalancer.DynamicServerListLoadBalancer - Using serverListUpdater PollingServerListUpdater
2020-01-27 15:02:22.748 [http-nio-8010-exec-10] INFO  com.netflix.config.ChainedDynamicProperty - Flipping property: commodity-server.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
2020-01-27 15:02:22.749 [http-nio-8010-exec-10] INFO  c.n.loadbalancer.DynamicServerListLoadBalancer - DynamicServerListLoadBalancer for client commodity-server initialized: DynamicServerListLoadBalancer:{NFLoadBalancer:name=commodity-server,current list of Servers=[linpengcheng:8002],Load balancer stats=Zone stats: {defaultzone=[Zone:defaultzone;	Instance count:1;	Active connections count: 0;	Circuit breaker tripped count: 0;	Active connections per server: 0.0;]
},Server stats: [[Server:linpengcheng:8002;	Zone:defaultZone;	Total Requests:0;	Successive connection failure:0;	Total blackout seconds:0;	Last connection made:Thu Jan 01 08:00:00 CST 1970;	First connection made: Thu Jan 01 08:00:00 CST 1970;	Active Connections:0;	total failure count in last (1000) msecs:0;	average resp time:0.0;	90 percentile resp time:0.0;	95 percentile resp time:0.0;	min resp time:0.0;	max resp time:0.0;	stddev resp time:0.0]
]}ServerList:org.springframework.cloud.netflix.ribbon.eureka.DomainExtractingServerList@41bd01e3
2020-01-27 15:02:22.916 [http-nio-8002-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-01-27 15:02:22.916 [http-nio-8002-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-01-27 15:02:22.985 [http-nio-8002-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 69 ms
2020-01-27 15:02:23.038 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 15:02:23.039 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8002/commodity/getAllItems
2020-01-27 15:02:23.039 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 15:02:23.042 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:Map com.lpc.serviceImpl.ItemServiceImpl.getAllItems()
2020-01-27 15:02:23.042 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[]
2020-01-27 15:02:23.042 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 15:02:23.079 [http-nio-8002-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - wechat-shop-commodity - Starting...
2020-01-27 15:02:23.429 [http-nio-8002-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - wechat-shop-commodity - Start completed.
2020-01-27 15:02:23.636 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 15:02:23.670 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - #########Response内容:{"msg":"success","code":200,"data":{"iPhone系列":[{"createdTime":1577195201000,"id":3,"image":"https://img12.360buyimg.com/n7/jfs/t1/43673/34/15314/531309/5d81f35dEda38e8fe/a68d81e20b31354c.png","num":5000,"price":8788,"status":1,"title":"iPhone11Pro Max","updatedTime":1577195203000},{"createdTime":1577154932000,"id":4,"image":"https://img1.360buyimg.com/n6/jfs/t1/74879/13/13367/592262/5dac1798E2b8fb442/d98ace2a5139a00c.jpg","num":5000,"price":8999,"status":1,"title":"iPhoneXs","updatedTime":1577154934000},{"createdTime":1578224598000,"id":5,"image":"https://img13.360buyimg.com/n7/jfs/t1/27657/6/9504/96146/5c7f9e6dE433724e7/dbe911c7765f5877.jpg","num":5000,"price":699,"status":1,"title":"iphone6S","updatedTime":1578224600000}],"华为荣耀系列":[{"createdTime":1577154441000,"id":1,"image":"https://2b.zol-img.com.cn/product/192_320x240/883/ceIooc7zVhQQw.jpg","num":10000,"price":3999,"status":1,"title":"华为荣耀8X","updatedTime":1577154443000},{"createdTime":1577191530000,"id":2,"image":"https://2f.zol-img.com.cn/product/194_320x240/443/ceKE5MHu5GU9M.jpg","num":10000,"price":1999,"status":1,"title":"荣耀10青春版","updatedTime":1577191532000}]}}
2020-01-27 15:02:23.671 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 15:02:23.749 [PollingServerListUpdater-0] INFO  com.netflix.config.ChainedDynamicProperty - Flipping property: commodity-server.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
2020-01-27 15:02:34.283 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:03:20.033 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:05:07.275 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:05:22.869 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:06:12.640 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:06:46.485 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:07:17.123 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:07:34.297 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:08:20.036 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:10:00.008 [multiThread-2] INFO  com.lpc.timeSchedule.OrderSchedule - #######################OrderScdule类执行order()方法########################
2020-01-27 15:10:00.017 [http-nio-8004-exec-4] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 15:10:00.018 [http-nio-8004-exec-4] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8004/order/selectAllOrders
2020-01-27 15:10:00.018 [http-nio-8004-exec-4] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 15:10:00.018 [http-nio-8004-exec-4] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:List com.lpc.serviceImpl.OrderServiceImpl.selectAllOrders()
2020-01-27 15:10:00.018 [http-nio-8004-exec-4] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[]
2020-01-27 15:10:00.018 [http-nio-8004-exec-4] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 15:10:00.024 [http-nio-8004-exec-4] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 15:10:00.024 [http-nio-8004-exec-4] INFO  com.lpc.aspect.LogAspectService - #########Response内容:[{"amount":1999.0,"createdTime":1580047172000,"id":20200029,"status":2,"updatedTime":1580048400000,"userId":69},{"amount":1999.0,"createdTime":1580048205000,"id":20200030,"status":2,"updatedTime":1580049600000,"userId":69}]
2020-01-27 15:10:00.024 [http-nio-8004-exec-4] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 15:10:07.277 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:10:22.871 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:11:12.641 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:11:46.488 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:12:17.126 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:12:34.298 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:13:20.040 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:15:07.279 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:15:22.873 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:16:12.643 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:16:46.490 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:17:17.128 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:17:34.301 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:18:20.042 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:20:00.002 [multiThread-3] INFO  com.lpc.timeSchedule.OrderSchedule - #######################OrderScdule类执行order()方法########################
2020-01-27 15:20:00.037 [http-nio-8004-exec-6] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 15:20:00.037 [http-nio-8004-exec-6] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8004/order/selectAllOrders
2020-01-27 15:20:00.037 [http-nio-8004-exec-6] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 15:20:00.037 [http-nio-8004-exec-6] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:List com.lpc.serviceImpl.OrderServiceImpl.selectAllOrders()
2020-01-27 15:20:00.038 [http-nio-8004-exec-6] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[]
2020-01-27 15:20:00.038 [http-nio-8004-exec-6] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 15:20:00.041 [http-nio-8004-exec-6] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 15:20:00.042 [http-nio-8004-exec-6] INFO  com.lpc.aspect.LogAspectService - #########Response内容:[{"amount":1999.0,"createdTime":1580047172000,"id":20200029,"status":2,"updatedTime":1580048400000,"userId":69},{"amount":1999.0,"createdTime":1580048205000,"id":20200030,"status":2,"updatedTime":1580049600000,"userId":69}]
2020-01-27 15:20:00.042 [http-nio-8004-exec-6] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 15:20:07.302 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:20:22.884 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:21:12.645 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:21:46.536 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:22:17.148 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:22:34.305 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:23:20.044 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:25:07.327 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:25:22.997 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:26:12.647 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:26:46.550 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:27:17.151 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:27:34.307 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:28:20.047 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:30:00.005 [multiThread-4] INFO  com.lpc.timeSchedule.OrderSchedule - #######################OrderScdule类执行order()方法########################
2020-01-27 15:30:00.113 [http-nio-8004-exec-8] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 15:30:00.122 [http-nio-8004-exec-8] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8004/order/selectAllOrders
2020-01-27 15:30:00.122 [http-nio-8004-exec-8] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 15:30:00.123 [http-nio-8004-exec-8] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:List com.lpc.serviceImpl.OrderServiceImpl.selectAllOrders()
2020-01-27 15:30:00.123 [http-nio-8004-exec-8] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[]
2020-01-27 15:30:00.123 [http-nio-8004-exec-8] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 15:30:00.339 [http-nio-8004-exec-8] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 15:30:00.340 [http-nio-8004-exec-8] INFO  com.lpc.aspect.LogAspectService - #########Response内容:[{"amount":1999.0,"createdTime":1580047172000,"id":20200029,"status":2,"updatedTime":1580048400000,"userId":69},{"amount":1999.0,"createdTime":1580048205000,"id":20200030,"status":2,"updatedTime":1580049600000,"userId":69}]
2020-01-27 15:30:00.340 [http-nio-8004-exec-8] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 15:30:07.429 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:30:23.023 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:31:12.666 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:31:46.587 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:32:17.167 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 15:32:20.252 [restartedMain] INFO  o.s.boot.devtools.restart.ChangeableUrls - The Class-Path manifest attribute in C:\Users\asus\.m2\repository\org\glassfish\jaxb\jaxb-runtime\2.3.2\jaxb-runtime-2.3.2.jar referenced one or more files that do not exist: file:/C:/Users/asus/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/jakarta.xml.bind-api-2.3.2.jar,file:/C:/Users/asus/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/txw2-2.3.2.jar,file:/C:/Users/asus/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/istack-commons-runtime-3.0.8.jar,file:/C:/Users/asus/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/stax-ex-1.8.1.jar,file:/C:/Users/asus/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/FastInfoset-1.2.16.jar,file:/C:/Users/asus/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/jakarta.activation-api-1.2.1.jar
2020-01-27 15:32:20.255 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2020-01-27 15:32:20.627 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-01-27 15:32:21.354 [restartedMain] INFO  com.lpc.MobileWebApplication - No active profile set, falling back to default profiles: default
2020-01-27 15:32:24.421 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2020-01-27 15:32:24.424 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2020-01-27 15:32:24.462 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 20ms. Found 0 repository interfaces.
2020-01-27 15:32:24.920 [restartedMain] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=cbfb06c0-f40d-33e7-b3cd-4c8daf3488dd
2020-01-27 15:32:25.441 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-01-27 15:32:26.135 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8010 (http)
2020-01-27 15:32:26.148 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8010"]
2020-01-27 15:32:26.149 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-01-27 15:32:26.149 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.27]
2020-01-27 15:32:26.350 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/mobile-web] - Initializing Spring embedded WebApplicationContext
2020-01-27 15:32:26.351 [restartedMain] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 4969 ms
2020-01-27 15:32:26.534 [restartedMain] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2020-01-27 15:32:26.546 [restartedMain] INFO  com.netflix.config.DynamicPropertyFactory - DynamicPropertyFactory is initialized with configuration sources: com.netflix.config.ConcurrentCompositeConfiguration@22dcdf0c
2020-01-27 15:32:28.534 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'taskExecutor'
2020-01-27 15:32:28.559 [restartedMain] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2020-01-27 15:32:28.990 [restartedMain] INFO  o.s.b.a.web.servlet.WelcomePageHandlerMapping - Adding welcome page template: index
2020-01-27 15:32:29.731 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2020-01-27 15:32:30.723 [restartedMain] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 2 endpoint(s) beneath base path '/actuator'
